id,student_id,class_id,date,status
00008964-8d4c-9134-951c-000000009904,00001b71-1f59-2341-2729-000000002b11,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,late
0000896b-8d53-913b-9523-00000000990b,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,late
00008972-8d5a-9142-952a-000000009912,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008979-8d61-9149-9531-000000009919,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008980-8d68-9150-9538-000000009920,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008987-8d6f-9157-953f-000000009927,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,late
0000898e-8d76-915e-9546-00000000992e,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,late
00008995-8d7d-9165-954d-000000009935,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
0000899c-8d84-916c-9554-00000000993c,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,late
000089a3-8d8b-9173-955b-000000009943,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
000089aa-8d92-917a-9562-00000000994a,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
000089b1-8d99-9181-9569-000000009951,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
000089b8-8da0-9188-9570-000000009958,00001b78-1f60-2348-2730-000000002b18,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
000089bf-8da7-918f-9577-00000000995f,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
000089c6-8dae-9196-957e-000000009966,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,absent
000089cd-8db5-919d-9585-00000000996d,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
000089d4-8dbc-91a4-958c-000000009974,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
000089db-8dc3-91ab-9593-00000000997b,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
000089e2-8dca-91b2-959a-000000009982,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
000089e9-8dd1-91b9-95a1-000000009989,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
000089f0-8dd8-91c0-95a8-000000009990,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
000089f7-8ddf-91c7-95af-000000009997,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
000089fe-8de6-91ce-95b6-00000000999e,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,late
00008a05-8ded-91d5-95bd-0000000099a5,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008a0c-8df4-91dc-95c4-0000000099ac,00001b7f-1f67-234f-2737-000000002b1f,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,late
00008a13-8dfb-91e3-95cb-0000000099b3,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008a1a-8e02-91ea-95d2-0000000099ba,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008a21-8e09-91f1-95d9-0000000099c1,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008a28-8e10-91f8-95e0-0000000099c8,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008a2f-8e17-91ff-95e7-0000000099cf,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
00008a36-8e1e-9206-95ee-0000000099d6,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008a3d-8e25-920d-95f5-0000000099dd,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,late
00008a44-8e2c-9214-95fc-0000000099e4,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008a4b-8e33-921b-9603-0000000099eb,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008a52-8e3a-9222-960a-0000000099f2,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008a59-8e41-9229-9611-0000000099f9,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008a60-8e48-9230-9618-000000009a00,00001b86-1f6e-2356-273e-000000002b26,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008a67-8e4f-9237-961f-000000009a07,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008a6e-8e56-923e-9626-000000009a0e,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008a75-8e5d-9245-962d-000000009a15,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008a7c-8e64-924c-9634-000000009a1c,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008a83-8e6b-9253-963b-000000009a23,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,late
00008a8a-8e72-925a-9642-000000009a2a,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008a91-8e79-9261-9649-000000009a31,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,absent
00008a98-8e80-9268-9650-000000009a38,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008a9f-8e87-926f-9657-000000009a3f,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008aa6-8e8e-9276-965e-000000009a46,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008aad-8e95-927d-9665-000000009a4d,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008ab4-8e9c-9284-966c-000000009a54,00001b8d-1f75-235d-2745-000000002b2d,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008abb-8ea3-928b-9673-000000009a5b,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008ac2-8eaa-9292-967a-000000009a62,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008ac9-8eb1-9299-9681-000000009a69,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,late
00008ad0-8eb8-92a0-9688-000000009a70,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008ad7-8ebf-92a7-968f-000000009a77,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
00008ade-8ec6-92ae-9696-000000009a7e,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,late
00008ae5-8ecd-92b5-969d-000000009a85,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008aec-8ed4-92bc-96a4-000000009a8c,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,late
00008af3-8edb-92c3-96ab-000000009a93,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008afa-8ee2-92ca-96b2-000000009a9a,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008b01-8ee9-92d1-96b9-000000009aa1,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008b08-8ef0-92d8-96c0-000000009aa8,00001b94-1f7c-2364-274c-000000002b34,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008b0f-8ef7-92df-96c7-000000009aaf,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008b16-8efe-92e6-96ce-000000009ab6,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008b1d-8f05-92ed-96d5-000000009abd,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008b24-8f0c-92f4-96dc-000000009ac4,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008b2b-8f13-92fb-96e3-000000009acb,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,late
00008b32-8f1a-9302-96ea-000000009ad2,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008b39-8f21-9309-96f1-000000009ad9,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,absent
00008b40-8f28-9310-96f8-000000009ae0,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008b47-8f2f-9317-96ff-000000009ae7,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,late
00008b4e-8f36-931e-9706-000000009aee,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008b55-8f3d-9325-970d-000000009af5,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008b5c-8f44-932c-9714-000000009afc,00001b9b-1f83-236b-2753-000000002b3b,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008b63-8f4b-9333-971b-000000009b03,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008b6a-8f52-933a-9722-000000009b0a,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,late
00008b71-8f59-9341-9729-000000009b11,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008b78-8f60-9348-9730-000000009b18,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008b7f-8f67-934f-9737-000000009b1f,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,late
00008b86-8f6e-9356-973e-000000009b26,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,absent
00008b8d-8f75-935d-9745-000000009b2d,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008b94-8f7c-9364-974c-000000009b34,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008b9b-8f83-936b-9753-000000009b3b,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,late
00008ba2-8f8a-9372-975a-000000009b42,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008ba9-8f91-9379-9761-000000009b49,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008bb0-8f98-9380-9768-000000009b50,00001ba2-1f8a-2372-275a-000000002b42,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008bb7-8f9f-9387-976f-000000009b57,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008bbe-8fa6-938e-9776-000000009b5e,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008bc5-8fad-9395-977d-000000009b65,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008bcc-8fb4-939c-9784-000000009b6c,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008bd3-8fbb-93a3-978b-000000009b73,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,absent
00008bda-8fc2-93aa-9792-000000009b7a,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008be1-8fc9-93b1-9799-000000009b81,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008be8-8fd0-93b8-97a0-000000009b88,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008bef-8fd7-93bf-97a7-000000009b8f,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008bf6-8fde-93c6-97ae-000000009b96,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,late
00008bfd-8fe5-93cd-97b5-000000009b9d,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008c04-8fec-93d4-97bc-000000009ba4,00001ba9-1f91-2379-2761-000000002b49,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008c0b-8ff3-93db-97c3-000000009bab,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008c12-8ffa-93e2-97ca-000000009bb2,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008c19-9001-93e9-97d1-000000009bb9,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008c20-9008-93f0-97d8-000000009bc0,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008c27-900f-93f7-97df-000000009bc7,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
00008c2e-9016-93fe-97e6-000000009bce,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008c35-901d-9405-97ed-000000009bd5,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008c3c-9024-940c-97f4-000000009bdc,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,late
00008c43-902b-9413-97fb-000000009be3,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008c4a-9032-941a-9802-000000009bea,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008c51-9039-9421-9809-000000009bf1,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008c58-9040-9428-9810-000000009bf8,00001bb0-1f98-2380-2768-000000002b50,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008c5f-9047-942f-9817-000000009bff,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008c66-904e-9436-981e-000000009c06,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008c6d-9055-943d-9825-000000009c0d,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,absent
00008c74-905c-9444-982c-000000009c14,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008c7b-9063-944b-9833-000000009c1b,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
00008c82-906a-9452-983a-000000009c22,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008c89-9071-9459-9841-000000009c29,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008c90-9078-9460-9848-000000009c30,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008c97-907f-9467-984f-000000009c37,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008c9e-9086-946e-9856-000000009c3e,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008ca5-908d-9475-985d-000000009c45,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008cac-9094-947c-9864-000000009c4c,00001bb7-1f9f-2387-276f-000000002b57,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008cb3-909b-9483-986b-000000009c53,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008cba-90a2-948a-9872-000000009c5a,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008cc1-90a9-9491-9879-000000009c61,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008cc8-90b0-9498-9880-000000009c68,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008ccf-90b7-949f-9887-000000009c6f,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
00008cd6-90be-94a6-988e-000000009c76,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008cdd-90c5-94ad-9895-000000009c7d,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,late
00008ce4-90cc-94b4-989c-000000009c84,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008ceb-90d3-94bb-98a3-000000009c8b,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008cf2-90da-94c2-98aa-000000009c92,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008cf9-90e1-94c9-98b1-000000009c99,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008d00-90e8-94d0-98b8-000000009ca0,00001bbe-1fa6-238e-2776-000000002b5e,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008d07-90ef-94d7-98bf-000000009ca7,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008d0e-90f6-94de-98c6-000000009cae,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,late
00008d15-90fd-94e5-98cd-000000009cb5,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,present
00008d1c-9104-94ec-98d4-000000009cbc,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008d23-910b-94f3-98db-000000009cc3,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,late
00008d2a-9112-94fa-98e2-000000009cca,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008d31-9119-9501-98e9-000000009cd1,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008d38-9120-9508-98f0-000000009cd8,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,present
00008d3f-9127-950f-98f7-000000009cdf,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,present
00008d46-912e-9516-98fe-000000009ce6,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008d4d-9135-951d-9905-000000009ced,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008d54-913c-9524-990c-000000009cf4,00001bc5-1fad-2395-277d-000000002b65,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,absent
00008d5b-9143-952b-9913-000000009cfb,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
00008d62-914a-9532-991a-000000009d02,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-03-09,present
00008d69-9151-9539-9921-000000009d09,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-03-16,late
00008d70-9158-9540-9928-000000009d10,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-03-23,present
00008d77-915f-9547-992f-000000009d17,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-03-30,present
00008d7e-9166-954e-9936-000000009d1e,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-04-06,present
00008d85-916d-9555-993d-000000009d25,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-04-13,present
00008d8c-9174-955c-9944-000000009d2c,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-04-20,late
00008d93-917b-9563-994b-000000009d33,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-04-27,late
00008d9a-9182-956a-9952-000000009d3a,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-05-04,present
00008da1-9189-9571-9959-000000009d41,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-05-11,present
00008da8-9190-9578-9960-000000009d48,00001bcc-1fb4-239c-2784-000000002b6c,00000dbe-11a6-158e-1976-000000001d5e,2026-05-18,present
00008daf-9197-957f-9967-000000009d4f,00001bd3-1fbb-23a3-278b-000000002b73,00000dbe-11a6-158e-1976-000000001d5e,2026-03-02,present
