id,class_id,title,content,session_date,duration_minutes,notes,created_at,updated_at
00001c2e-2016-23fe-27e6-000000002bce,00000dcc-11b4-159c-1984-000000001d6c,Lesson 6: Writing 1,Content for lesson 6,2026-04-12T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c35-201d-2405-27ed-000000002bd5,00000dcc-11b4-159c-1984-000000001d6c,Lesson 7: Writing 2,Content for lesson 7,2026-04-19T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c3c-2024-240c-27f4-000000002bdc,00000dcc-11b4-159c-1984-000000001d6c,Lesson 8: Speaking 1,Content for lesson 8,2026-04-26T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c43-202b-2413-27fb-000000002be3,00000dcc-11b4-159c-1984-000000001d6c,Lesson 9: Speaking 2,Content for lesson 9,2026-05-03T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c4a-2032-241a-2802-000000002bea,00000dcc-11b4-159c-1984-000000001d6c,Lesson 10: Mock Test,Content for lesson 10,2026-05-10T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c51-2039-2421-2809-000000002bf1,00000dcc-11b4-159c-1984-000000001d6c,Lesson 11: Analysis,Content for lesson 11,2026-05-17T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c58-2040-2428-2810-000000002bf8,00000dcc-11b4-159c-1984-000000001d6c,Lesson 12: Final,Content for lesson 12,2026-05-24T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c5f-2047-242f-2817-000000002bff,00000dd3-11bb-15a3-198b-000000001d73,Lesson 1: Introduction,Content for lesson 1,2026-03-11T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c66-204e-2436-281e-000000002c06,00000dd3-11bb-15a3-198b-000000001d73,Lesson 2: Grammar,Content for lesson 2,2026-03-18T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c6d-2055-243d-2825-000000002c0d,00000dd3-11bb-15a3-198b-000000001d73,Lesson 3: Vocabulary,Content for lesson 3,2026-03-25T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c74-205c-2444-282c-000000002c14,00000dd3-11bb-15a3-198b-000000001d73,Lesson 4: Listening,Content for lesson 4,2026-04-01T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c7b-2063-244b-2833-000000002c1b,00000dd3-11bb-15a3-198b-000000001d73,Lesson 5: Reading,Content for lesson 5,2026-04-08T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c82-206a-2452-283a-000000002c22,00000dd3-11bb-15a3-198b-000000001d73,Lesson 6: Writing 1,Content for lesson 6,2026-04-15T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c89-2071-2459-2841-000000002c29,00000dd3-11bb-15a3-198b-000000001d73,Lesson 7: Writing 2,Content for lesson 7,2026-04-22T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c90-2078-2460-2848-000000002c30,00000dd3-11bb-15a3-198b-000000001d73,Lesson 8: Speaking 1,Content for lesson 8,2026-04-29T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c97-207f-2467-284f-000000002c37,00000dd3-11bb-15a3-198b-000000001d73,Lesson 9: Speaking 2,Content for lesson 9,2026-05-06T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c9e-2086-246e-2856-000000002c3e,00000dd3-11bb-15a3-198b-000000001d73,Lesson 10: Mock Test,Content for lesson 10,2026-05-13T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ca5-208d-2475-285d-000000002c45,00000dd3-11bb-15a3-198b-000000001d73,Lesson 11: Analysis,Content for lesson 11,2026-05-20T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cac-2094-247c-2864-000000002c4c,00000dd3-11bb-15a3-198b-000000001d73,Lesson 12: Final,Content for lesson 12,2026-05-27T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cb3-209b-2483-286b-000000002c53,00000dda-11c2-15aa-1992-000000001d7a,Lesson 1: Introduction,Content for lesson 1,2026-03-14T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cba-20a2-248a-2872-000000002c5a,00000dda-11c2-15aa-1992-000000001d7a,Lesson 2: Grammar,Content for lesson 2,2026-03-21T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cc1-20a9-2491-2879-000000002c61,00000dda-11c2-15aa-1992-000000001d7a,Lesson 3: Vocabulary,Content for lesson 3,2026-03-28T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cc8-20b0-2498-2880-000000002c68,00000dda-11c2-15aa-1992-000000001d7a,Lesson 4: Listening,Content for lesson 4,2026-04-04T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ccf-20b7-249f-2887-000000002c6f,00000dda-11c2-15aa-1992-000000001d7a,Lesson 5: Reading,Content for lesson 5,2026-04-11T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cd6-20be-24a6-288e-000000002c76,00000dda-11c2-15aa-1992-000000001d7a,Lesson 6: Writing 1,Content for lesson 6,2026-04-18T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cdd-20c5-24ad-2895-000000002c7d,00000dda-11c2-15aa-1992-000000001d7a,Lesson 7: Writing 2,Content for lesson 7,2026-04-25T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ce4-20cc-24b4-289c-000000002c84,00000dda-11c2-15aa-1992-000000001d7a,Lesson 8: Speaking 1,Content for lesson 8,2026-05-02T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ceb-20d3-24bb-28a3-000000002c8b,00000dda-11c2-15aa-1992-000000001d7a,Lesson 9: Speaking 2,Content for lesson 9,2026-05-09T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cf2-20da-24c2-28aa-000000002c92,00000dda-11c2-15aa-1992-000000001d7a,Lesson 10: Mock Test,Content for lesson 10,2026-05-16T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cf9-20e1-24c9-28b1-000000002c99,00000dda-11c2-15aa-1992-000000001d7a,Lesson 11: Analysis,Content for lesson 11,2026-05-23T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d00-20e8-24d0-28b8-000000002ca0,00000dda-11c2-15aa-1992-000000001d7a,Lesson 12: Final,Content for lesson 12,2026-05-30T09:00:00Z,90,Notes,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
