id,student_id,class_id,enrolled_at,status
0000376a-3b52-3f3a-4322-00000000470a,00001c19-2001-23e9-27d1-000000002bb9,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
00003771-3b59-3f41-4329-000000004711,00001c20-2008-23f0-27d8-000000002bc0,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
00003778-3b60-3f48-4330-000000004718,00001c27-200f-23f7-27df-000000002bc7,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
0000377f-3b67-3f4f-4337-00000000471f,00001c2e-2016-23fe-27e6-000000002bce,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
00003786-3b6e-3f56-433e-000000004726,00001c35-201d-2405-27ed-000000002bd5,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
0000378d-3b75-3f5d-4345-00000000472d,00001c3c-2024-240c-27f4-000000002bdc,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
00003794-3b7c-3f64-434c-000000004734,00001c43-202b-2413-27fb-000000002be3,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
0000379b-3b83-3f6b-4353-00000000473b,00001c4a-2032-241a-2802-000000002bea,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037a2-3b8a-3f72-435a-000000004742,00001c51-2039-2421-2809-000000002bf1,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037a9-3b91-3f79-4361-000000004749,00001c58-2040-2428-2810-000000002bf8,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037b0-3b98-3f80-4368-000000004750,00001c5f-2047-242f-2817-000000002bff,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037b7-3b9f-3f87-436f-000000004757,00001c66-204e-2436-281e-000000002c06,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037be-3ba6-3f8e-4376-00000000475e,00001c6d-2055-243d-2825-000000002c0d,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037c5-3bad-3f95-437d-000000004765,00001c74-205c-2444-282c-000000002c14,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037cc-3bb4-3f9c-4384-00000000476c,00001c7b-2063-244b-2833-000000002c1b,00000dc5-11ad-1595-197d-000000001d65,2026-04-06T00:00:00Z,active
000037d3-3bbb-3fa3-438b-000000004773,00001c82-206a-2452-283a-000000002c22,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
000037da-3bc2-3faa-4392-00000000477a,00001c89-2071-2459-2841-000000002c29,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
000037e1-3bc9-3fb1-4399-000000004781,00001c90-2078-2460-2848-000000002c30,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
000037e8-3bd0-3fb8-43a0-000000004788,00001c97-207f-2467-284f-000000002c37,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
000037ef-3bd7-3fbf-43a7-00000000478f,00001c9e-2086-246e-2856-000000002c3e,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
000037f6-3bde-3fc6-43ae-000000004796,00001ca5-208d-2475-285d-000000002c45,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
000037fd-3be5-3fcd-43b5-00000000479d,00001cac-2094-247c-2864-000000002c4c,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003804-3bec-3fd4-43bc-0000000047a4,00001cb3-209b-2483-286b-000000002c53,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
0000380b-3bf3-3fdb-43c3-0000000047ab,00001cba-20a2-248a-2872-000000002c5a,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003812-3bfa-3fe2-43ca-0000000047b2,00001cc1-20a9-2491-2879-000000002c61,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003819-3c01-3fe9-43d1-0000000047b9,00001cc8-20b0-2498-2880-000000002c68,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003820-3c08-3ff0-43d8-0000000047c0,00001ccf-20b7-249f-2887-000000002c6f,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003827-3c0f-3ff7-43df-0000000047c7,00001cd6-20be-24a6-288e-000000002c76,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
0000382e-3c16-3ffe-43e6-0000000047ce,00001cdd-20c5-24ad-2895-000000002c7d,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003835-3c1d-4005-43ed-0000000047d5,00001ce4-20cc-24b4-289c-000000002c84,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
0000383c-3c24-400c-43f4-0000000047dc,00001ceb-20d3-24bb-28a3-000000002c8b,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003843-3c2b-4013-43fb-0000000047e3,00001cf2-20da-24c2-28aa-000000002c92,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
0000384a-3c32-401a-4402-0000000047ea,00001cf9-20e1-24c9-28b1-000000002c99,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003851-3c39-4021-4409-0000000047f1,00001d00-20e8-24d0-28b8-000000002ca0,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
00003858-3c40-4028-4410-0000000047f8,00001d07-20ef-24d7-28bf-000000002ca7,00000dcc-11b4-159c-1984-000000001d6c,2026-04-06T00:00:00Z,active
0000385f-3c47-402f-4417-0000000047ff,00001d0e-20f6-24de-28c6-000000002cae,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
00003866-3c4e-4036-441e-000000004806,00001d15-20fd-24e5-28cd-000000002cb5,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
0000386d-3c55-403d-4425-00000000480d,00001d1c-2104-24ec-28d4-000000002cbc,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
00003874-3c5c-4044-442c-000000004814,00001d23-210b-24f3-28db-000000002cc3,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
0000387b-3c63-404b-4433-00000000481b,00001d2a-2112-24fa-28e2-000000002cca,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
00003882-3c6a-4052-443a-000000004822,00001d31-2119-2501-28e9-000000002cd1,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
00003889-3c71-4059-4441-000000004829,00001d38-2120-2508-28f0-000000002cd8,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
00003890-3c78-4060-4448-000000004830,00001d3f-2127-250f-28f7-000000002cdf,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
00003897-3c7f-4067-444f-000000004837,00001d46-212e-2516-28fe-000000002ce6,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
0000389e-3c86-406e-4456-00000000483e,00001d4d-2135-251d-2905-000000002ced,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038a5-3c8d-4075-445d-000000004845,00001d54-213c-2524-290c-000000002cf4,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038ac-3c94-407c-4464-00000000484c,00001d5b-2143-252b-2913-000000002cfb,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038b3-3c9b-4083-446b-000000004853,00001d62-214a-2532-291a-000000002d02,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038ba-3ca2-408a-4472-00000000485a,00001d69-2151-2539-2921-000000002d09,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038c1-3ca9-4091-4479-000000004861,00001d70-2158-2540-2928-000000002d10,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038c8-3cb0-4098-4480-000000004868,00001d77-215f-2547-292f-000000002d17,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038cf-3cb7-409f-4487-00000000486f,00001d7e-2166-254e-2936-000000002d1e,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038d6-3cbe-40a6-448e-000000004876,00001d85-216d-2555-293d-000000002d25,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038dd-3cc5-40ad-4495-00000000487d,00001d8c-2174-255c-2944-000000002d2c,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038e4-3ccc-40b4-449c-000000004884,00001d93-217b-2563-294b-000000002d33,00000dd3-11bb-15a3-198b-000000001d73,2026-04-06T00:00:00Z,active
000038eb-3cd3-40bb-44a3-00000000488b,00001d9a-2182-256a-2952-000000002d3a,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
000038f2-3cda-40c2-44aa-000000004892,00001da1-2189-2571-2959-000000002d41,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
000038f9-3ce1-40c9-44b1-000000004899,00001da8-2190-2578-2960-000000002d48,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003900-3ce8-40d0-44b8-0000000048a0,00001daf-2197-257f-2967-000000002d4f,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003907-3cef-40d7-44bf-0000000048a7,00001db6-219e-2586-296e-000000002d56,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
0000390e-3cf6-40de-44c6-0000000048ae,00001dbd-21a5-258d-2975-000000002d5d,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003915-3cfd-40e5-44cd-0000000048b5,00001dc4-21ac-2594-297c-000000002d64,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
0000391c-3d04-40ec-44d4-0000000048bc,00001dcb-21b3-259b-2983-000000002d6b,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003923-3d0b-40f3-44db-0000000048c3,00001dd2-21ba-25a2-298a-000000002d72,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
0000392a-3d12-40fa-44e2-0000000048ca,00001dd9-21c1-25a9-2991-000000002d79,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003931-3d19-4101-44e9-0000000048d1,00001de0-21c8-25b0-2998-000000002d80,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003938-3d20-4108-44f0-0000000048d8,00001de7-21cf-25b7-299f-000000002d87,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
0000393f-3d27-410f-44f7-0000000048df,00001dee-21d6-25be-29a6-000000002d8e,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003946-3d2e-4116-44fe-0000000048e6,00001df5-21dd-25c5-29ad-000000002d95,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
0000394d-3d35-411d-4505-0000000048ed,00001dfc-21e4-25cc-29b4-000000002d9c,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003954-3d3c-4124-450c-0000000048f4,00001e03-21eb-25d3-29bb-000000002da3,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
0000395b-3d43-412b-4513-0000000048fb,00001e0a-21f2-25da-29c2-000000002daa,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003962-3d4a-4132-451a-000000004902,00001e11-21f9-25e1-29c9-000000002db1,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003969-3d51-4139-4521-000000004909,00001e18-2200-25e8-29d0-000000002db8,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
00003970-3d58-4140-4528-000000004910,00001e1f-2207-25ef-29d7-000000002dbf,00000dda-11c2-15aa-1992-000000001d7a,2026-04-06T00:00:00Z,active
