id,class_id,title,description,due_date,total_points,status,created_at
000052de-56c6-5aae-5e96-00000000627e,00000dcc-11b4-159c-1984-000000001d6c,HW 10: Final,Description,2026-05-10T23:59:00Z,100,active,2026-04-06T00:00:00Z
000052e5-56cd-5ab5-5e9d-000000006285,00000dd3-11bb-15a3-198b-000000001d73,HW 1: Grammar,Description,2026-03-08T23:59:00Z,100,active,2026-04-06T00:00:00Z
000052ec-56d4-5abc-5ea4-00000000628c,00000dd3-11bb-15a3-198b-000000001d73,HW 2: Vocabulary,Description,2026-03-15T23:59:00Z,100,active,2026-04-06T00:00:00Z
000052f3-56db-5ac3-5eab-000000006293,00000dd3-11bb-15a3-198b-000000001d73,HW 3: Listening,Description,2026-03-22T23:59:00Z,100,active,2026-04-06T00:00:00Z
000052fa-56e2-5aca-5eb2-00000000629a,00000dd3-11bb-15a3-198b-000000001d73,HW 4: Reading,Description,2026-03-29T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005301-56e9-5ad1-5eb9-0000000062a1,00000dd3-11bb-15a3-198b-000000001d73,HW 5: Writing 1,Description,2026-04-05T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005308-56f0-5ad8-5ec0-0000000062a8,00000dd3-11bb-15a3-198b-000000001d73,HW 6: Writing 2,Description,2026-04-12T23:59:00Z,100,active,2026-04-06T00:00:00Z
0000530f-56f7-5adf-5ec7-0000000062af,00000dd3-11bb-15a3-198b-000000001d73,HW 7: Speaking,Description,2026-04-19T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005316-56fe-5ae6-5ece-0000000062b6,00000dd3-11bb-15a3-198b-000000001d73,HW 8: Mock,Description,2026-04-26T23:59:00Z,100,active,2026-04-06T00:00:00Z
0000531d-5705-5aed-5ed5-0000000062bd,00000dd3-11bb-15a3-198b-000000001d73,HW 9: Analysis,Description,2026-05-03T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005324-570c-5af4-5edc-0000000062c4,00000dd3-11bb-15a3-198b-000000001d73,HW 10: Final,Description,2026-05-10T23:59:00Z,100,active,2026-04-06T00:00:00Z
0000532b-5713-5afb-5ee3-0000000062cb,00000dda-11c2-15aa-1992-000000001d7a,HW 1: Grammar,Description,2026-03-08T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005332-571a-5b02-5eea-0000000062d2,00000dda-11c2-15aa-1992-000000001d7a,HW 2: Vocabulary,Description,2026-03-15T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005339-5721-5b09-5ef1-0000000062d9,00000dda-11c2-15aa-1992-000000001d7a,HW 3: Listening,Description,2026-03-22T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005340-5728-5b10-5ef8-0000000062e0,00000dda-11c2-15aa-1992-000000001d7a,HW 4: Reading,Description,2026-03-29T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005347-572f-5b17-5eff-0000000062e7,00000dda-11c2-15aa-1992-000000001d7a,HW 5: Writing 1,Description,2026-04-05T23:59:00Z,100,active,2026-04-06T00:00:00Z
0000534e-5736-5b1e-5f06-0000000062ee,00000dda-11c2-15aa-1992-000000001d7a,HW 6: Writing 2,Description,2026-04-12T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005355-573d-5b25-5f0d-0000000062f5,00000dda-11c2-15aa-1992-000000001d7a,HW 7: Speaking,Description,2026-04-19T23:59:00Z,100,active,2026-04-06T00:00:00Z
0000535c-5744-5b2c-5f14-0000000062fc,00000dda-11c2-15aa-1992-000000001d7a,HW 8: Mock,Description,2026-04-26T23:59:00Z,100,active,2026-04-06T00:00:00Z
00005363-574b-5b33-5f1b-000000006303,00000dda-11c2-15aa-1992-000000001d7a,HW 9: Analysis,Description,2026-05-03T23:59:00Z,100,active,2026-04-06T00:00:00Z
0000536a-5752-5b3a-5f22-00000000630a,00000dda-11c2-15aa-1992-000000001d7a,HW 10: Final,Description,2026-05-10T23:59:00Z,100,active,2026-04-06T00:00:00Z
